group,function,value,sample_time_nanos,iteration_count
string encoding throughput,json_in_type,100-bytes string,1600241,7502
string encoding throughput,json_in_type,100-bytes string,3359322,15004
string encoding throughput,json_in_type,100-bytes string,3053197,22506
string encoding throughput,json_in_type,100-bytes string,3875764,30008
string encoding throughput,json_in_type,100-bytes string,4864410,37510
string encoding throughput,json_in_type,100-bytes string,5886162,45012
string encoding throughput,json_in_type,100-bytes string,7713582,52514
string encoding throughput,json_in_type,100-bytes string,7814044,60016
string encoding throughput,json_in_type,100-bytes string,8761794,67518
string encoding throughput,json_in_type,100-bytes string,9722436,75020
string encoding throughput,json_in_type,100-bytes string,10685032,82522
string encoding throughput,json_in_type,100-bytes string,12015750,90024
string encoding throughput,json_in_type,100-bytes string,12983656,97526
string encoding throughput,json_in_type,100-bytes string,13513400,105028
string encoding throughput,json_in_type,100-bytes string,14484114,112530
string encoding throughput,json_in_type,100-bytes string,15541143,120032
string encoding throughput,json_in_type,100-bytes string,16395867,127534
string encoding throughput,json_in_type,100-bytes string,17378129,135036
string encoding throughput,json_in_type,100-bytes string,18313095,142538
string encoding throughput,json_in_type,100-bytes string,19845070,150040
string encoding throughput,json_in_type,100-bytes string,20279803,157542
string encoding throughput,json_in_type,100-bytes string,22373761,165044
string encoding throughput,json_in_type,100-bytes string,22345444,172546
string encoding throughput,json_in_type,100-bytes string,23353007,180048
string encoding throughput,json_in_type,100-bytes string,24333128,187550
string encoding throughput,json_in_type,100-bytes string,25554953,195052
string encoding throughput,json_in_type,100-bytes string,26579057,202554
string encoding throughput,json_in_type,100-bytes string,27130585,210056
string encoding throughput,json_in_type,100-bytes string,28509619,217558
string encoding throughput,json_in_type,100-bytes string,29031869,225060
string encoding throughput,json_in_type,100-bytes string,30639436,232562
string encoding throughput,json_in_type,100-bytes string,31033117,240064
string encoding throughput,json_in_type,100-bytes string,32088497,247566
string encoding throughput,json_in_type,100-bytes string,33789419,255068
string encoding throughput,json_in_type,100-bytes string,34287836,262570
string encoding throughput,json_in_type,100-bytes string,34794715,270072
string encoding throughput,json_in_type,100-bytes string,35826857,277574
string encoding throughput,json_in_type,100-bytes string,37575253,285076
string encoding throughput,json_in_type,100-bytes string,37991942,292578
string encoding throughput,json_in_type,100-bytes string,39144217,300080
string encoding throughput,json_in_type,100-bytes string,39714888,307582
string encoding throughput,json_in_type,100-bytes string,40590883,315084
string encoding throughput,json_in_type,100-bytes string,42912930,322586
string encoding throughput,json_in_type,100-bytes string,42815257,330088
string encoding throughput,json_in_type,100-bytes string,43498385,337590
string encoding throughput,json_in_type,100-bytes string,44466993,345092
string encoding throughput,json_in_type,100-bytes string,45899969,352594
string encoding throughput,json_in_type,100-bytes string,46641676,360096
string encoding throughput,json_in_type,100-bytes string,47885143,367598
string encoding throughput,json_in_type,100-bytes string,49528244,375100
string encoding throughput,json_in_type,100-bytes string,49388451,382602
string encoding throughput,json_in_type,100-bytes string,50938869,390104
string encoding throughput,json_in_type,100-bytes string,51530863,397606
string encoding throughput,json_in_type,100-bytes string,52181751,405108
string encoding throughput,json_in_type,100-bytes string,53729493,412610
string encoding throughput,json_in_type,100-bytes string,56809723,420112
string encoding throughput,json_in_type,100-bytes string,55202067,427614
string encoding throughput,json_in_type,100-bytes string,56617525,435116
string encoding throughput,json_in_type,100-bytes string,61557116,442618
string encoding throughput,json_in_type,100-bytes string,59781545,450120
