group,function,value,sample_time_nanos,iteration_count
string encoding throughput,serde,1600-bytes string,1380979,461
string encoding throughput,serde,1600-bytes string,2919043,922
string encoding throughput,serde,1600-bytes string,3135306,1383
string encoding throughput,serde,1600-bytes string,3875618,1844
string encoding throughput,serde,1600-bytes string,5424043,2305
string encoding throughput,serde,1600-bytes string,5817739,2766
string encoding throughput,serde,1600-bytes string,6789080,3227
string encoding throughput,serde,1600-bytes string,7709892,3688
string encoding throughput,serde,1600-bytes string,8631589,4149
string encoding throughput,serde,1600-bytes string,9680580,4610
string encoding throughput,serde,1600-bytes string,10582764,5071
string encoding throughput,serde,1600-bytes string,11540025,5532
string encoding throughput,serde,1600-bytes string,12531994,5993
string encoding throughput,serde,1600-bytes string,13723118,6454
string encoding throughput,serde,1600-bytes string,14538531,6915
string encoding throughput,serde,1600-bytes string,15331352,7376
string encoding throughput,serde,1600-bytes string,18526150,7837
string encoding throughput,serde,1600-bytes string,17344793,8298
string encoding throughput,serde,1600-bytes string,18404313,8759
string encoding throughput,serde,1600-bytes string,19238472,9220
string encoding throughput,serde,1600-bytes string,20221331,9681
string encoding throughput,serde,1600-bytes string,21222044,10142
string encoding throughput,serde,1600-bytes string,22219322,10603
string encoding throughput,serde,1600-bytes string,23069651,11064
string encoding throughput,serde,1600-bytes string,24022146,11525
string encoding throughput,serde,1600-bytes string,24922237,11986
string encoding throughput,serde,1600-bytes string,25929377,12447
string encoding throughput,serde,1600-bytes string,26908226,12908
string encoding throughput,serde,1600-bytes string,28026682,13369
string encoding throughput,serde,1600-bytes string,28811246,13830
string encoding throughput,serde,1600-bytes string,30080428,14291
string encoding throughput,serde,1600-bytes string,30951851,14752
string encoding throughput,serde,1600-bytes string,31775816,15213
string encoding throughput,serde,1600-bytes string,33149927,15674
string encoding throughput,serde,1600-bytes string,33940306,16135
string encoding throughput,serde,1600-bytes string,34688893,16596
string encoding throughput,serde,1600-bytes string,35759979,17057
string encoding throughput,serde,1600-bytes string,36674026,17518
string encoding throughput,serde,1600-bytes string,37801629,17979
string encoding throughput,serde,1600-bytes string,38621247,18440
string encoding throughput,serde,1600-bytes string,39754080,18901
string encoding throughput,serde,1600-bytes string,40510714,19362
string encoding throughput,serde,1600-bytes string,41542058,19823
string encoding throughput,serde,1600-bytes string,42502591,20284
string encoding throughput,serde,1600-bytes string,43463866,20745
string encoding throughput,serde,1600-bytes string,44273082,21206
string encoding throughput,serde,1600-bytes string,45719119,21667
string encoding throughput,serde,1600-bytes string,46219107,22128
string encoding throughput,serde,1600-bytes string,47664706,22589
string encoding throughput,serde,1600-bytes string,48065827,23050
string encoding throughput,serde,1600-bytes string,48961499,23511
string encoding throughput,serde,1600-bytes string,50135202,23972
string encoding throughput,serde,1600-bytes string,51082805,24433
string encoding throughput,serde,1600-bytes string,51897526,24894
string encoding throughput,serde,1600-bytes string,52933463,25355
string encoding throughput,serde,1600-bytes string,53826035,25816
string encoding throughput,serde,1600-bytes string,55113819,26277
string encoding throughput,serde,1600-bytes string,55782663,26738
string encoding throughput,serde,1600-bytes string,56917561,27199
string encoding throughput,serde,1600-bytes string,57559636,27660
string encoding throughput,serde,1600-bytes string,58734632,28121
string encoding throughput,serde,1600-bytes string,59591687,28582
string encoding throughput,serde,1600-bytes string,60906887,29043
string encoding throughput,serde,1600-bytes string,63134262,29504
string encoding throughput,serde,1600-bytes string,62544338,29965
string encoding throughput,serde,1600-bytes string,65750351,30426
string encoding throughput,serde,1600-bytes string,64357986,30887
string encoding throughput,serde,1600-bytes string,65983020,31348
string encoding throughput,serde,1600-bytes string,67394771,31809
string encoding throughput,serde,1600-bytes string,67602378,32270
string encoding throughput,serde,1600-bytes string,68460472,32731
string encoding throughput,serde,1600-bytes string,69370528,33192
string encoding throughput,serde,1600-bytes string,70525737,33653
string encoding throughput,serde,1600-bytes string,71680935,34114
string encoding throughput,serde,1600-bytes string,72240161,34575
string encoding throughput,serde,1600-bytes string,73033445,35036
string encoding throughput,serde,1600-bytes string,73957352,35497
string encoding throughput,serde,1600-bytes string,75093931,35958
string encoding throughput,serde,1600-bytes string,76114136,36419
string encoding throughput,serde,1600-bytes string,77311131,36880
string encoding throughput,serde,1600-bytes string,78094636,37341
string encoding throughput,serde,1600-bytes string,79507164,37802
string encoding throughput,serde,1600-bytes string,79752912,38263
string encoding throughput,serde,1600-bytes string,81261284,38724
string encoding throughput,serde,1600-bytes string,82024382,39185
string encoding throughput,serde,1600-bytes string,84541593,39646
string encoding throughput,serde,1600-bytes string,83816392,40107
string encoding throughput,serde,1600-bytes string,85176160,40568
string encoding throughput,serde,1600-bytes string,86160579,41029
string encoding throughput,serde,1600-bytes string,87014772,41490
string encoding throughput,serde,1600-bytes string,89668749,41951
string encoding throughput,serde,1600-bytes string,90847691,42412
string encoding throughput,serde,1600-bytes string,89709720,42873
string encoding throughput,serde,1600-bytes string,91471195,43334
string encoding throughput,serde,1600-bytes string,91282876,43795
string encoding throughput,serde,1600-bytes string,92627266,44256
string encoding throughput,serde,1600-bytes string,93631384,44717
string encoding throughput,serde,1600-bytes string,94553093,45178
string encoding throughput,serde,1600-bytes string,95177946,45639
string encoding throughput,serde,1600-bytes string,96327808,46100
